iter	RMSE
382	4.092452024
383	4.088436535
384	4.085035227
385	4.081821773
386	4.077026449
387	4.073068137
388	4.06901793
389	4.065644224
390	4.063559121
391	4.058917698
392	4.056740365
393	4.053094202
394	4.051476595
395	4.048648972
396	4.0468746
397	4.043071399
398	4.038583463
399	4.032862636
400	4.02983299
401	4.026275781
402	4.025480006
403	4.021422059
404	4.019159465
405	4.01614879
406	4.014357705
407	4.009694224
408	4.00499484
409	4.00326312
410	3.998956026
411	3.995470446
412	3.993512675
413	3.989925879
414	3.986585762
415	3.982342111
416	3.979260643
417	3.974866919
418	3.974015617
419	3.972941449
420	3.971841753
421	3.970685435
422	3.967185575
423	3.962775429
424	3.961389415
425	3.958540866
426	3.955560076
427	3.950828823
428	3.949788418
429	3.943329056
430	3.940252741
431	3.936946985
432	3.936810042
433	3.935985834
434	3.931693287
435	3.92988351
436	3.927383882
437	3.924853924
438	3.922514395
439	3.922448799
440	3.917411686
441	3.916502529
442	3.912403067
443	3.908182688
444	3.905006235
445	3.902168856
446	3.899166171
447	3.89639396
448	3.893280878
449	3.889375712
450	3.88594005
451	3.882069281
452	3.878918496
453	3.8748475
454	3.872543268
455	3.869295255
456	3.865975686
457	3.864368035
458	3.864130366
459	3.859035965
460	3.856870424
461	3.855179398
462	3.853555248
463	3.849517405
464	3.848477938
465	3.844299314
466	3.841870153
467	3.838869783
468	3.835005438
469	3.832526103
470	3.831248945
471	3.827409889
472	3.82312549
473	3.820559715
474	3.819011844
475	3.81551298
476	3.809522915
477	3.808861378
478	3.807643329
479	3.804447733
480	3.80353619
481	3.800691216
482	3.800130986
483	3.796967095
484	3.793545436
485	3.791520749
486	3.788158779
487	3.786592223
488	3.782479097
489	3.779252344
490	3.778408633
491	3.774643553
492	3.771841508
493	3.769199743
494	3.76781676
495	3.766503374
496	3.765236183
497	3.760618586
498	3.756955305
499	3.752376003
500	3.748567927
501	3.744594349
502	3.739354392
503	3.73829552
504	3.737137177
505	3.733595167
506	3.732184236
507	3.72832805
508	3.725572215
509	3.722511908
510	3.719372642
511	3.717762123
512	3.712025572
513	3.709255435
514	3.706828265
515	3.702575074
516	3.699352218
517	3.699041897
518	3.697237484
519	3.69246642
520	3.689695414
521	3.686122256
522	3.683198252
523	3.680281613
524	3.67875661
525	3.675679424
526	3.674312657
527	3.66913839
528	3.664614759
529	3.662166425
530	3.659193197
531	3.655262482
532	3.652529961
533	3.651206779
534	3.647820006
535	3.646575734
536	3.64320993
537	3.642093139
538	3.638151157
539	3.634710073
540	3.631204049
541	3.628697646
542	3.626442015
543	3.624090701
544	3.62098741
545	3.617873488
546	3.614104041
547	3.610587892
548	3.60917802
549	3.607030468
550	3.606846478
551	3.602732506
552	3.600420719
553	3.597138106
554	3.592853438
555	3.591812351
556	3.589382696
557	3.58834316
558	3.584479465
559	3.582214247
560	3.578894937
561	3.574903623
562	3.572051755
563	3.569307897
564	3.566435126
565	3.565414955
566	3.564313943
567	3.561417515
568	3.560793176
569	3.559467059
570	3.556431825
571	3.553020277
572	3.549894932
573	3.545883881
574	3.544370595
575	3.538465075
576	3.534013078
577	3.530802531
578	3.52979309
579	3.528602879
580	3.526765233
581	3.525034579
582	3.522429264
583	3.519362726
584	3.51777197
585	3.515245315
586	3.512992602
587	3.508225571
588	3.505631346
589	3.50243316
590	3.499418011
591	3.497611134
592	3.496548883
593	3.493764973
594	3.492840404
595	3.490439575
596	3.488934746
597	3.487483133
598	3.485978524
599	3.484796467
600	3.481506698
601	3.479091915
602	3.476591138
603	3.473896906
604	3.470692685
605	3.469021826
606	3.468459821
607	3.462048682
608	3.460387412
609	3.457332124
610	3.456156296
611	3.455163803
612	3.45410997
613	3.451016679
614	3.44818995
615	3.44675972
616	3.443681388
617	3.441203139
618	3.438913568
619	3.437469068
620	3.436415895
621	3.432166917
622	3.428817136
623	3.426226087
624	3.425534738
625	3.423121701
626	3.422422507
627	3.41927603
628	3.413567517
629	3.40813382
630	3.407401862
631	3.40544198
632	3.402930754
633	3.400413164
634	3.399498265
635	3.396468564
636	3.395742424
637	3.393922385
638	3.39108921
639	3.388351382
640	3.384753646
641	3.381967243
642	3.37821251
643	3.375838394
644	3.371719289
645	3.370839744
646	3.367246654
647	3.365773052
648	3.362818162
649	3.358494272
650	3.358229559
651	3.355125734
652	3.35256172
653	3.349352195
654	3.345153483
655	3.340950971
656	3.338040248
657	3.335891844
658	3.332999579
659	3.332707636
660	3.329626197
661	3.3292033
662	3.329059893
663	3.327221822
664	3.326643909
665	3.324270943
666	3.322134611
667	3.319921815
668	3.317755824
669	3.313794509
670	3.312912094
671	3.311468644
672	3.30943947
673	3.308211187
674	3.306844721
675	3.305216988
676	3.301720921
677	3.300867081
678	3.299529742
679	3.297872047
680	3.295694283
681	3.291213883
682	3.28893246
683	3.28646885
684	3.285267034
685	3.28164011
686	3.280239229
687	3.278199638
688	3.276015414
689	3.273629643
690	3.27044926
691	3.268966815
692	3.267947312
693	3.265328438
694	3.264833918
695	3.261223185
696	3.258143358
697	3.25518819
698	3.254311703
699	3.251409372
700	3.247899573
701	3.245948969
702	3.241831396
703	3.24107786
704	3.238211833
705	3.234601003
706	3.23377406
707	3.233455163
708	3.231384904
709	3.229982429
710	3.22861747
711	3.227837503
712	3.226844139
713	3.223935751
714	3.220222309
715	3.218417302
716	3.216205856
717	3.215802405
718	3.212707704
719	3.209980662
720	3.207734164
721	3.205907484
722	3.205029548
723	3.203043636
724	3.200708245
725	3.199908046
726	3.197423053
727	3.196515288
728	3.193652383
729	3.192934958
730	3.191506186
731	3.188314975
732	3.186688111
733	3.185177416
734	3.183922557
735	3.182497229
736	3.179408271
737	3.17475527
738	3.172461995
739	3.170952261
740	3.1687685
741	3.167494859
742	3.165881156
743	3.165840238
744	3.162878521
745	3.162028699
746	3.160543167
747	3.157492466
748	3.155229908
749	3.154888575
750	3.152986347
751	3.150887597
752	3.149099641
753	3.148664708
754	3.146742906
755	3.145693845
756	3.144716925
757	3.141906403
758	3.141243376
759	3.138951609
760	3.13654927
761	3.134264729
762	3.131295144
763	3.129012711
764	3.128016361
765	3.126378377
766	3.124137492
767	3.120346746
768	3.11934926
769	3.11722841
770	3.115817166
771	3.115099598
772	3.112199602
773	3.110159633
774	3.107158588
775	3.105563534
776	3.105364976
777	3.10485409
778	3.102749952
779	3.100603035
780	3.100361618
781	3.09821114
782	3.097432398
783	3.097086299
784	3.094864551
785	3.091598409
786	3.089417744
787	3.086857893
788	3.085175999
789	3.082271002
790	3.079469914
791	3.077818116
792	3.077730402
793	3.077454306
794	3.075987141
795	3.072131197
796	3.070877204
797	3.069901499
798	3.067234628
799	3.064468154
800	3.062606259
801	3.061088364
802	3.059922809
803	3.058001955
804	3.055596587
805	3.052987215
806	3.050448055
807	3.048242985
808	3.047882502
809	3.047221292
810	3.046373804
811	3.044821927
812	3.042861767
813	3.041201772
814	3.040034973
815	3.039908703
816	3.037247848
817	3.035251122
818	3.032481154
819	3.030754068
820	3.029810835
821	3.028844528
822	3.027419935
823	3.02565329
824	3.023105685
825	3.021691863
826	3.020004415
827	3.018840207
828	3.018052347
829	3.013528631
830	3.010920482
831	3.010588658
832	3.009871859
833	3.009286746
834	3.007227304
835	3.006508806
836	3.005442731
837	3.004631155
838	3.001758732
839	3.000952717
840	3.000539026
841	3.000260295
842	2.998418512
843	2.996777274
844	2.992841523
845	2.991908264
846	2.990159068
847	2.989103743
848	2.988682922
849	2.98629756
850	2.981782652
851	2.980524837
852	2.978718126
853	2.978333601
854	2.976885108
855	2.976312462
856	2.976247983
857	2.975340805
858	2.974082385
859	2.97171323
860	2.970358075
861	2.96864525
862	2.966312665
863	2.963994351
864	2.959849669
865	2.957533501
866	2.955336568
867	2.954580525
868	2.952549403
869	2.950685074
870	2.94866081
871	2.94663376
872	2.942390899
873	2.940509806
874	2.939625604
875	2.939555287
876	2.937808402
877	2.936422536
878	2.932938781
879	2.931933784
880	2.929619303
881	2.928356502
882	2.927463206
883	2.92469987
884	2.922983527
885	2.921486733
886	2.92002883
887	2.918522417
888	2.917848371
889	2.915374145
890	2.914044532
891	2.912764252
892	2.910970676
893	2.908927377
894	2.906436557
895	2.904610548
896	2.903455976
897	2.899974354
898	2.896979242
899	2.895730761
900	2.894531066
901	2.892837271
902	2.892168982
903	2.889725785
904	2.888531589
905	2.887444951
906	2.884915834
907	2.883193239
908	2.88140028
909	2.87999696
910	2.877585488
911	2.876328264
912	2.875612374
913	2.875272108
914	2.873267526
915	2.871099411
916	2.870164613
917	2.869186183
918	2.868837464
919	2.868772357
920	2.868168272
921	2.867366377
922	2.865129815
923	2.86452082
924	2.860971196
925	2.859693335
926	2.85909122
927	2.85623526
928	2.854455646
929	2.853094971
930	2.84960627
931	2.848307361
932	2.847270673
933	2.846672871
934	2.844589316
935	2.843605754
936	2.842834983
937	2.842081716
938	2.840840013
939	2.83807018
940	2.836079208
941	2.836002723
942	2.832646315
943	2.832035591
944	2.830369757
945	2.829503883
946	2.827964432
947	2.826186116
948	2.825966903
949	2.824953266
950	2.822529951
951	2.821727009
952	2.81997447
953	2.818758844
954	2.817520311
955	2.816224998
956	2.815556188
957	2.815243195
958	2.814277783
959	2.812136982
960	2.811414596
961	2.808954069
962	2.807270467
963	2.80673802
964	2.80333067
965	2.801721629
966	2.801660492
967	2.801040057
968	2.800754245
969	2.800205986
970	2.798506278
971	2.795298665
972	2.794965323
973	2.792733202
974	2.790374643
975	2.789435341
976	2.78542537
977	2.783163239
978	2.780495768
979	2.779713059
980	2.77627773
981	2.773622254
982	2.771766411
983	2.769200904
984	2.766992636
985	2.765262295
986	2.761943705
987	2.761537156
988	2.760011929
989	2.75826009
990	2.757446877
991	2.755259491
992	2.753029849
993	2.749596265
994	2.747845565
995	2.745768447
996	2.745149229
997	2.743431314
998	2.741722709
999	2.740545081
